QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
1,7:55.0,Personal foul by G. Antetokounmpo (drawn by B. Griffin),,9,15
1,7:45.0,G. Robinson makes 2-pt jump shot from 6 ft,,11,15
1,7:35.0,,B. Lopez misses 3-pt jump shot from 25 ft,11,15
1,7:32.0,Defensive rebound by G. Robinson,,11,15
1,7:20.0,R. Jackson misses 3-pt jump shot from 27 ft,,11,15
1,7:17.0,,Defensive rebound by B. Lopez,11,15
1,7:03.0,,Turnover by G. Antetokounmpo (bad pass; steal by G. Robinson),11,15
1,6:59.0,G. Robinson misses 2-pt layup from 2 ft,,11,15
1,6:55.0,,Defensive rebound by T. Snell,11,15
1,6:49.0,,T. Snell misses 3-pt jump shot from 29 ft,11,15
1,6:46.0,Defensive rebound by B. Griffin,,11,15
1,6:30.0,Turnover by R. Jackson (bad pass; steal by B. Lopez),,11,15
1,6:26.0,,Milwaukee full timeout,11,15
1,6:26.0,S. Johnson enters the game for R. Jackson,,11,15
1,6:26.0,I. Smith enters the game for G. Robinson,,11,15
1,6:26.0,,T. Maker enters the game for B. Lopez,11,15
1,6:08.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by E. Bledsoe),11,17
1,5:52.0,B. Griffin makes 2-pt layup from 1 ft,,13,17
1,5:41.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,13,17
1,5:38.0,Defensive rebound by I. Smith,,13,17
1,5:34.0,B. Griffin misses 3-pt jump shot from 23 ft,,13,17
1,5:32.0,,Defensive rebound by M. Brogdon,13,17
1,5:21.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,13,17
1,5:18.0,Defensive rebound by A. Drummond,,13,17
1,5:10.0,Turnover by S. Johnson (traveling),,13,17
1,5:10.0,,S. Brown enters the game for G. Antetokounmpo,13,17
1,5:10.0,,P. Connaughton enters the game for M. Brogdon,13,17
1,5:10.0,,B. Lopez enters the game for T. Snell,13,17
1,4:58.0,,E. Bledsoe makes 2-pt layup from 2 ft,13,19
1,4:46.0,B. Griffin makes 2-pt layup from 1 ft,,15,19
1,4:45.0,,Milwaukee full timeout,15,19
1,4:42.0,,Personal foul by I. Smith (drawn by E. Bledsoe),15,19
1,4:31.0,,E. Bledsoe misses 2-pt layup from 3 ft,15,19
1,4:29.0,Defensive rebound by S. Johnson,,15,19
1,4:24.0,S. Johnson misses 2-pt layup from 2 ft,,15,19
1,4:24.0,,Defensive rebound by Team,15,19
1,3:59.0,,B. Lopez misses 3-pt jump shot from 29 ft,15,19
1,3:56.0,Defensive rebound by S. Johnson,,15,19
1,3:46.0,A. Drummond misses 2-pt hook shot from 3 ft (block by B. Lopez),,15,19
1,3:42.0,,Defensive rebound by E. Bledsoe,15,19
1,3:39.0,,E. Bledsoe makes 2-pt layup from 1 ft,15,21
1,3:12.0,B. Griffin makes 2-pt jump shot from 6 ft,,17,21
1,3:02.0,,T. Maker misses 3-pt jump shot from 26 ft,17,21
1,2:59.0,Defensive rebound by L. Galloway,,17,21
1,2:52.0,S. Johnson misses 3-pt jump shot from 27 ft,,17,21
1,2:49.0,,Defensive rebound by E. Bledsoe,17,21
1,2:45.0,,E. Bledsoe makes 2-pt layup from 1 ft,17,23
1,2:45.0,,Shooting foul by I. Smith (drawn by E. Bledsoe),17,23
1,2:45.0,L. Kennard enters the game for L. Galloway,,17,23
1,2:45.0,,E. Bledsoe makes free throw 1 of 1,17,24
1,2:22.0,B. Griffin misses 2-pt hook shot from 3 ft,,17,24
1,2:18.0,,Defensive rebound by E. Bledsoe,17,24
1,2:16.0,,Shooting foul by A. Drummond (drawn by E. Bledsoe),17,24
1,2:16.0,,E. Bledsoe makes free throw 1 of 2,17,25
1,2:16.0,,E. Bledsoe makes free throw 2 of 2,17,26
1,2:05.0,B. Griffin makes 2-pt layup from 1 ft,,19,26
1,1:51.0,,E. Bledsoe misses 2-pt jump shot from 17 ft,19,26
1,1:48.0,Defensive rebound by B. Griffin,,19,26
1,1:43.0,L. Kennard misses 3-pt jump shot from 28 ft,,19,26
1,1:43.0,Offensive rebound by Team,,19,26
1,1:43.0,B. Brown enters the game for B. Griffin,,19,26
1,1:43.0,,G. Antetokounmpo enters the game for E. Bledsoe,19,26
1,1:43.0,,M. Dellavedova enters the game for B. Lopez,19,26
1,1:31.0,S. Johnson makes 2-pt layup from 3 ft,,21,26
1,1:12.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by M. Dellavedova),21,28
1,0:58.0,Turnover by I. Smith (bad pass),,21,28
1,0:58.0,,D. DiVincenzo enters the game for T. Maker,21,28
1,0:39.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,21,28
1,0:37.0,Defensive rebound by A. Drummond,,21,28
1,0:36.0,Personal take foul by M. Dellavedova (drawn by I. Smith),,21,28
1,0:24.0,I. Smith misses 3-pt jump shot from 27 ft,,21,28
1,0:20.0,,Defensive rebound by G. Antetokounmpo,21,28
1,0:03.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,21,30
1,0:00.0,L. Kennard misses 3-pt jump shot from 45 ft,,21,30
1,0:00.0,Offensive rebound by Team,,21,30
2,11:38.0,S. Johnson misses 2-pt layup from 3 ft,,21,30
2,11:36.0,Offensive rebound by S. Johnson,,21,30
2,11:35.0,Turnover by S. Johnson (lost ball; steal by P. Connaughton),,21,30
2,11:25.0,,Turnover by P. Connaughton (traveling),21,30
2,11:04.0,L. Kennard makes 2-pt layup from 2 ft,,23,30
2,10:44.0,,D. DiVincenzo makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),23,33
2,10:31.0,L. Kennard misses 2-pt jump shot from 18 ft,,23,33
2,10:31.0,,Defensive rebound by D. DiVincenzo,23,33
2,10:26.0,,Turnover by D. DiVincenzo (bad pass; steal by L. Kennard),23,33
2,10:22.0,L. Kennard misses 2-pt layup from 1 ft,,23,33
2,10:21.0,Offensive rebound by S. Johnson,,23,33
2,10:21.0,S. Johnson misses 2-pt layup from 3 ft,,23,33
2,10:19.0,,Defensive rebound by M. Dellavedova,23,33
2,10:13.0,,D. DiVincenzo misses 3-pt jump shot from 26 ft,23,33
2,10:11.0,,Offensive rebound by S. Brown,23,33
2,10:10.0,,S. Brown misses 2-pt hook shot from 4 ft,23,33
2,10:06.0,Defensive rebound by Z. Pachulia,,23,33
2,10:02.0,S. Johnson misses 3-pt jump shot from 27 ft,,23,33
2,10:00.0,,Defensive rebound by Team,23,33
2,10:00.0,,M. Brogdon enters the game for S. Brown,23,33
2,10:00.0,,T. Snell enters the game for P. Connaughton,23,33
2,9:48.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by M. Dellavedova),23,35
2,9:31.0,I. Smith misses 2-pt jump shot from 15 ft,,23,35
2,9:30.0,,Defensive rebound by Team,23,35
2,9:20.0,,M. Brogdon misses 2-pt layup from 1 ft,23,35
2,9:17.0,Defensive rebound by B. Brown,,23,35
2,9:02.0,Personal foul by M. Dellavedova (drawn by I. Smith),,23,35
2,8:51.0,S. Johnson misses 2-pt layup from 1 ft,,23,35
2,8:47.0,,Defensive rebound by T. Snell,23,35
2,8:43.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,23,35
2,8:40.0,Defensive rebound by Z. Pachulia,,23,35
2,8:33.0,L. Kennard misses 2-pt jump shot from 14 ft,,23,35
2,8:31.0,Offensive rebound by Z. Pachulia,,23,35
2,8:29.0,Z. Pachulia makes 2-pt layup from 2 ft,,25,35
2,8:21.0,,Offensive foul by G. Antetokounmpo (drawn by Z. Pachulia),25,35
2,8:21.0,,Turnover by G. Antetokounmpo (offensive foul),25,35
2,8:21.0,,T. Maker enters the game for G. Antetokounmpo,25,35
2,8:10.0,I. Smith misses 3-pt jump shot from 26 ft,,25,35
2,8:08.0,,Defensive rebound by D. DiVincenzo,25,35
2,8:00.0,,Personal foul by B. Brown (drawn by D. DiVincenzo),25,35
2,8:00.0,B. Griffin enters the game for S. Johnson,,25,35
2,8:00.0,R. Jackson enters the game for L. Kennard,,25,35
2,8:00.0,,E. Bledsoe enters the game for M. Dellavedova,25,35
2,7:57.0,,Shooting foul by B. Brown (drawn by M. Brogdon),25,35
2,7:57.0,,M. Brogdon makes free throw 1 of 2,25,36
2,7:57.0,,M. Brogdon makes free throw 2 of 2,25,37
2,7:32.0,Turnover by I. Smith (lost ball; steal by T. Snell),,25,37
2,7:18.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,25,37
2,7:14.0,Defensive rebound by R. Jackson,,25,37
2,7:11.0,R. Jackson makes 2-pt layup from 1 ft,,27,37
2,6:56.0,,E. Bledsoe misses 2-pt layup from 3 ft,27,37
2,6:53.0,Defensive rebound by B. Brown,,27,37
2,6:40.0,R. Jackson misses 3-pt jump shot from 23 ft,,27,37
2,6:40.0,Offensive rebound by B. Brown,,27,37
2,6:35.0,Turnover by B. Griffin (lost ball; steal by D. DiVincenzo),,27,37
2,6:30.0,,D. DiVincenzo misses 2-pt layup from 1 ft,27,37
2,6:25.0,Defensive rebound by R. Jackson,,27,37
2,6:20.0,R. Jackson makes 2-pt layup from 2 ft,,29,37
2,6:20.0,,Milwaukee full timeout,29,37
2,6:20.0,L. Galloway enters the game for B. Brown,,29,37
2,6:20.0,,B. Lopez enters the game for D. DiVincenzo,29,37
2,6:07.0,,M. Brogdon misses 3-pt jump shot from 26 ft,29,37
2,6:03.0,Defensive rebound by B. Griffin,,29,37
2,5:48.0,B. Griffin makes 2-pt layup from 1 ft,,31,37
2,5:26.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by T. Maker),31,40
2,5:13.0,B. Griffin misses 3-pt jump shot from 26 ft,,31,40
2,5:09.0,,Defensive rebound by B. Lopez,31,40
2,4:59.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by M. Brogdon),31,43
2,4:41.0,Personal foul by M. Brogdon (drawn by Z. Pachulia),,31,43
2,4:41.0,A. Drummond enters the game for Z. Pachulia,,31,43
2,4:33.0,L. Galloway makes 2-pt jump shot from 18 ft (assist by R. Jackson),,33,43
2,4:23.0,,E. Bledsoe makes 2-pt layup from 1 ft,33,45
2,4:06.0,B. Griffin makes 3-pt jump shot from 27 ft (assist by R. Jackson),,36,45
2,3:58.0,,Turnover by M. Brogdon (bad pass; steal by A. Drummond),36,45
2,3:52.0,L. Galloway misses 3-pt jump shot from 23 ft,,36,45
2,3:48.0,,Defensive rebound by B. Lopez,36,45
2,3:48.0,,Personal foul by R. Jackson (drawn by B. Lopez),36,45
2,3:48.0,S. Johnson enters the game for I. Smith,,36,45
2,3:48.0,,G. Antetokounmpo enters the game for T. Maker,36,45
2,3:35.0,,B. Lopez makes 3-pt jump shot from 27 ft (assist by E. Bledsoe),36,48
2,3:27.0,Turnover by B. Griffin (traveling),,36,48
2,3:16.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,36,48
2,3:13.0,Defensive rebound by R. Jackson,,36,48
2,2:55.0,Turnover by B. Griffin (lost ball; steal by G. Antetokounmpo),,36,48
2,2:50.0,,T. Snell misses 3-pt jump shot from 27 ft,36,48
2,2:50.0,Defensive rebound by Team,,36,48
2,2:50.0,Detroit full timeout,,36,48
2,2:50.0,,S. Brown enters the game for M. Brogdon,36,48
2,2:50.0,,P. Connaughton enters the game for T. Snell,36,48
2,2:34.0,A. Drummond makes 2-pt layup at rim (assist by B. Griffin),,38,48
2,2:20.0,,Personal foul by A. Drummond (drawn by G. Antetokounmpo),38,48
2,2:15.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,38,48
2,2:15.0,Defensive rebound by B. Griffin,,38,48
2,2:04.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by R. Jackson),,41,48
2,1:50.0,,Turnover by E. Bledsoe (bad pass; steal by S. Johnson),41,48
2,1:46.0,L. Galloway misses 3-pt jump shot from 27 ft,,41,48
2,1:43.0,,Defensive rebound by G. Antetokounmpo,41,48
2,1:39.0,,Offensive foul by G. Antetokounmpo (drawn by B. Griffin),41,48
2,1:39.0,,Turnover by G. Antetokounmpo (offensive foul),41,48
2,1:39.0,,T. Maker enters the game for G. Antetokounmpo,41,48
2,1:31.0,Turnover by B. Griffin (lost ball; steal by E. Bledsoe),,41,48
2,1:25.0,,T. Maker makes 2-pt dunk from 1 ft (assist by E. Bledsoe),41,50
2,1:11.0,B. Griffin misses 3-pt jump shot from 26 ft,,41,50
2,1:08.0,,Defensive rebound by B. Lopez,41,50
2,1:01.0,,E. Bledsoe makes 2-pt layup at rim,41,52
2,0:50.0,B. Griffin makes 2-pt hook shot from 5 ft,,43,52
2,0:30.0,,T. Maker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),43,55
2,0:13.0,Turnover by B. Griffin (bad pass; steal by S. Brown),,43,55
2,0:08.0,,Shooting foul by L. Galloway (drawn by T. Maker),43,55
2,0:08.0,,T. Maker misses free throw 1 of 2,43,55
2,0:08.0,,Offensive rebound by Team,43,55
2,0:08.0,,T. Maker makes free throw 2 of 2,43,56
2,0:00.0,A. Drummond makes 2-pt layup from 3 ft (assist by L. Galloway),,45,56
3,11:42.0,A. Drummond misses 2-pt layup from 12 ft (block by B. Lopez),,45,56
3,11:38.0,,Defensive rebound by M. Brogdon,45,56
3,11:37.0,,M. Brogdon makes 3-pt jump shot from 27 ft,45,59
3,11:10.0,Turnover by B. Griffin (bad pass; steal by M. Brogdon),,45,59
3,11:06.0,,E. Bledsoe makes 2-pt jump shot from 1 ft (assist by M. Brogdon),45,61
3,10:40.0,B. Griffin misses 2-pt jump shot from 5 ft,,45,61
3,10:37.0,,Defensive rebound by T. Snell,45,61
3,10:31.0,,B. Lopez misses 3-pt jump shot from 28 ft,45,61
3,10:28.0,Defensive rebound by R. Jackson,,45,61
3,10:23.0,R. Jackson misses 2-pt layup from 1 ft,,45,61
3,10:23.0,Offensive rebound by A. Drummond,,45,61
3,10:23.0,A. Drummond misses 2-pt layup at rim,,45,61
3,10:23.0,Offensive rebound by A. Drummond,,45,61
3,10:23.0,Shooting foul by B. Lopez (drawn by A. Drummond),,45,61
3,10:23.0,A. Drummond makes free throw 1 of 2,,46,61
3,10:23.0,A. Drummond makes free throw 2 of 2,,47,61
3,10:09.0,,M. Brogdon misses 2-pt layup from 2 ft,47,61
3,10:01.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,47,63
3,10:01.0,,Offensive rebound by G. Antetokounmpo,47,63
3,9:47.0,R. Jackson makes 2-pt layup from 1 ft (assist by A. Drummond),,49,63
3,9:47.0,Shooting foul by E. Bledsoe (drawn by R. Jackson),,49,63
3,9:47.0,R. Jackson misses free throw 1 of 1,,49,63
3,9:43.0,,Defensive rebound by G. Antetokounmpo,49,63
3,9:34.0,,Shooting foul by G. Robinson (drawn by G. Antetokounmpo),49,63
3,9:34.0,,G. Antetokounmpo makes free throw 1 of 2,49,64
3,9:34.0,,G. Antetokounmpo makes free throw 2 of 2,49,65
3,9:16.0,A. Drummond misses 2-pt hook shot from 7 ft,,49,65
3,9:12.0,,Defensive rebound by M. Brogdon,49,65
3,9:08.0,,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),49,67
3,9:08.0,Violation by Team (def goaltending),,49,67
3,8:56.0,B. Griffin misses 3-pt jump shot from 25 ft,,49,67
3,8:55.0,Offensive rebound by Team,,49,67
3,8:45.0,R. Jackson misses 2-pt jump shot from 4 ft (block by B. Lopez),,49,67
3,8:42.0,,Defensive rebound by B. Lopez,49,67
3,8:35.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,49,69
3,8:35.0,,Shooting foul by B. Griffin (drawn by G. Antetokounmpo),49,69
3,8:35.0,,G. Antetokounmpo makes free throw 1 of 1,49,70
3,8:35.0,Detroit full timeout,,49,70
3,8:35.0,S. Johnson enters the game for G. Robinson,,49,70
3,8:18.0,S. Johnson misses 3-pt jump shot from 27 ft,,49,70
3,8:16.0,Offensive rebound by S. Johnson,,49,70
3,8:06.0,S. Johnson misses 2-pt layup from 3 ft,,49,70
3,8:03.0,,Defensive rebound by B. Lopez,49,70
3,8:01.0,,M. Brogdon makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),49,72
3,7:54.0,S. Johnson misses 3-pt jump shot from 23 ft,,49,72
3,7:51.0,Offensive rebound by L. Galloway,,49,72
3,7:42.0,L. Galloway misses 3-pt jump shot from 27 ft,,49,72
3,7:39.0,,Defensive rebound by M. Brogdon,49,72
3,7:25.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,49,75
3,7:12.0,R. Jackson makes 3-pt jump shot from 26 ft (assist by B. Griffin),,52,75
3,6:59.0,,Personal foul by A. Drummond (drawn by B. Lopez),52,75
3,6:59.0,B. Brown enters the game for L. Galloway,,52,75
3,6:59.0,J. Calderón enters the game for R. Jackson,,52,75
3,6:49.0,,G. Antetokounmpo misses 3-pt jump shot from 27 ft,52,75
3,6:49.0,Defensive rebound by Team,,52,75
3,6:34.0,B. Griffin makes 3-pt jump shot from 27 ft,,55,75
3,6:25.0,,Milwaukee full timeout,55,75
3,6:22.0,,Turnover by M. Brogdon (traveling),55,75
3,6:06.0,A. Drummond misses 2-pt hook shot from 2 ft,,55,75
3,6:03.0,,Defensive rebound by M. Brogdon,55,75
3,5:59.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,55,75
3,5:56.0,Defensive rebound by S. Johnson,,55,75
3,5:46.0,B. Griffin misses 2-pt jump shot from 3 ft (block by G. Antetokounmpo),,55,75
3,5:46.0,Offensive rebound by Team,,55,75
3,5:46.0,,S. Brown enters the game for B. Lopez,55,75
3,5:46.0,,T. Maker enters the game for T. Snell,55,75
3,5:34.0,S. Johnson makes 3-pt jump shot from 23 ft (assist by J. Calderón),,58,75
3,5:14.0,,Turnover by G. Antetokounmpo (out of bounds lost ball),58,75
3,4:56.0,Turnover by S. Johnson (bad pass; steal by E. Bledsoe),,58,75
3,4:52.0,,E. Bledsoe makes 2-pt layup from 2 ft,58,77
3,4:47.0,Personal foul by T. Maker (drawn by A. Drummond),,58,77
3,4:47.0,,P. Connaughton enters the game for G. Antetokounmpo,58,77
3,4:47.0,,B. Lopez enters the game for M. Brogdon,58,77
3,4:36.0,B. Griffin makes 2-pt layup from 1 ft (assist by J. Calderón),,60,77
3,4:21.0,,T. Maker misses 3-pt jump shot from 27 ft,60,77
3,4:19.0,Defensive rebound by A. Drummond,,60,77
3,4:09.0,Personal foul by E. Bledsoe (drawn by A. Drummond),,60,77
3,4:09.0,,M. Dellavedova enters the game for E. Bledsoe,60,77
3,4:06.0,Offensive foul by A. Drummond (drawn by T. Maker),,60,77
3,4:06.0,Turnover by A. Drummond (offensive foul),,60,77
3,3:55.0,,Personal foul by J. Calderón (drawn by B. Lopez),60,77
3,3:55.0,Z. Pachulia enters the game for A. Drummond,,60,77
3,3:40.0,,T. Maker misses 2-pt layup from 3 ft (block by B. Griffin),60,77
3,3:36.0,Defensive rebound by S. Johnson,,60,77
3,3:31.0,S. Johnson misses 3-pt jump shot from 26 ft,,60,77
3,3:26.0,,Defensive rebound by P. Connaughton,60,77
3,3:18.0,,P. Connaughton misses 3-pt jump shot from 27 ft,60,77
3,3:16.0,Defensive rebound by B. Griffin,,60,77
3,3:09.0,Shooting foul by T. Maker (drawn by B. Griffin),,60,77
3,3:09.0,B. Griffin makes free throw 1 of 2,,61,77
3,3:09.0,B. Griffin makes free throw 2 of 2,,62,77
3,2:58.0,,S. Brown makes 3-pt jump shot from 24 ft (assist by P. Connaughton),62,80
3,2:48.0,J. Calderón misses 2-pt jump shot from 15 ft,,62,80
3,2:42.0,,Defensive rebound by S. Brown,62,80
3,2:42.0,,G. Antetokounmpo enters the game for B. Lopez,62,80
3,2:26.0,,Turnover by M. Dellavedova (offensive foul),62,80
3,2:26.0,,Offensive foul by M. Dellavedova (drawn by B. Griffin),62,80
3,2:18.0,Turnover by B. Griffin (offensive foul),,62,80
3,2:18.0,Offensive foul by B. Griffin (drawn by M. Dellavedova),,62,80
3,2:09.0,,Turnover by M. Dellavedova (out of bounds lost ball),62,80
3,1:49.0,S. Johnson misses 3-pt jump shot from 26 ft,,62,80
3,1:45.0,Offensive rebound by B. Brown,,62,80
3,1:38.0,B. Griffin misses 3-pt jump shot from 26 ft,,62,80
3,1:34.0,Offensive rebound by Z. Pachulia,,62,80
3,1:32.0,Z. Pachulia misses 2-pt layup from 2 ft,,62,80
3,1:32.0,,Defensive rebound by P. Connaughton,62,80
3,1:23.0,,M. Dellavedova misses 3-pt jump shot from 28 ft,62,80
3,1:20.0,Defensive rebound by S. Johnson,,62,80
3,1:17.0,S. Johnson misses 2-pt layup from 2 ft,,62,80
3,1:13.0,,Defensive rebound by S. Brown,62,80
3,1:09.0,,Turnover by M. Dellavedova (bad pass; steal by S. Johnson),62,80
3,0:48.0,B. Griffin misses 3-pt jump shot from 28 ft,,62,80
3,0:44.0,,Defensive rebound by G. Antetokounmpo,62,80
3,0:39.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),62,83
3,0:28.0,J. Calderón misses 3-pt jump shot from 26 ft,,62,83
3,0:28.0,,Defensive rebound by Team,62,83
3,0:28.0,Loose ball foul by Z. Pachulia (drawn by T. Maker),,62,83
3,0:28.0,,T. Maker misses free throw 1 of 2,62,83
3,0:28.0,,Offensive rebound by Team,62,83
3,0:28.0,,D. DiVincenzo enters the game for G. Antetokounmpo,62,83
3,0:28.0,,T. Maker makes free throw 2 of 2,62,84
3,0:18.0,Shooting foul by T. Maker (drawn by B. Griffin),,62,84
3,0:18.0,B. Griffin makes free throw 1 of 2,,63,84
3,0:18.0,B. Griffin makes free throw 2 of 2,,64,84
3,0:03.0,,P. Connaughton misses 3-pt jump shot from 29 ft,64,84
3,0:02.0,Defensive rebound by B. Griffin,,64,84
3,0:01.0,B. Griffin misses 3-pt jump shot from 34 ft,,64,84
3,0:00.0,,Defensive rebound by T. Maker,64,84
4,11:44.0,,S. Brown makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),64,87
4,11:29.0,S. Johnson makes 2-pt layup from 1 ft (assist by R. Jackson),,66,87
4,11:17.0,,S. Brown misses 3-pt jump shot from 27 ft,66,87
4,11:17.0,Defensive rebound by R. Jackson,,66,87
4,11:12.0,Shooting foul by G. Antetokounmpo (drawn by A. Drummond),,66,87
4,11:12.0,A. Drummond misses free throw 1 of 2,,66,87
4,11:12.0,Offensive rebound by Team,,66,87
4,11:12.0,A. Drummond misses free throw 2 of 2,,66,87
4,11:09.0,,Defensive rebound by G. Antetokounmpo,66,87
4,10:58.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),66,89
4,10:58.0,,Shooting foul by R. Jackson (drawn by G. Antetokounmpo),66,89
4,10:58.0,,G. Antetokounmpo misses free throw 1 of 1,66,89
4,10:58.0,Defensive rebound by A. Drummond,,66,89
4,10:49.0,Personal foul by M. Dellavedova (drawn by R. Jackson),,66,89
4,10:49.0,R. Jackson makes free throw 1 of 2,,67,89
4,10:49.0,R. Jackson makes free throw 2 of 2,,68,89
4,10:32.0,,Shooting foul by B. Brown (drawn by M. Dellavedova),68,89
4,10:32.0,,M. Dellavedova makes free throw 1 of 2,68,90
4,10:32.0,K. Thomas enters the game for S. Johnson,,68,90
4,10:32.0,,M. Dellavedova makes free throw 2 of 2,68,91
4,10:21.0,R. Jackson makes 2-pt jump shot from 15 ft,,70,91
4,10:08.0,,Personal foul by A. Drummond (drawn by G. Antetokounmpo),70,91
4,10:08.0,,B. Lopez enters the game for S. Brown,70,91
4,10:05.0,,T. Snell makes 2-pt layup from 1 ft (assist by D. DiVincenzo),70,93
4,9:56.0,Offensive foul by B. Brown (drawn by D. DiVincenzo),,70,93
4,9:56.0,Turnover by B. Brown (offensive foul),,70,93
4,9:56.0,S. Johnson enters the game for L. Galloway,,70,93
4,9:45.0,,Turnover by G. Antetokounmpo (traveling),70,93
4,9:32.0,R. Jackson misses 2-pt jump shot from 15 ft,,70,93
4,9:28.0,,Defensive rebound by B. Lopez,70,93
4,9:24.0,,Shooting foul by B. Brown (drawn by T. Snell),70,93
4,9:24.0,,T. Snell makes free throw 1 of 2,70,94
4,9:24.0,,T. Maker enters the game for G. Antetokounmpo,70,94
4,9:24.0,,T. Snell makes free throw 2 of 2,70,95
4,9:09.0,S. Johnson misses 3-pt jump shot from 26 ft,,70,95
4,9:06.0,,Defensive rebound by T. Snell,70,95
4,8:49.0,,D. DiVincenzo misses 3-pt jump shot from 27 ft,70,95
4,8:49.0,Defensive rebound by Team,,70,95
4,8:30.0,K. Thomas misses 3-pt jump shot from 27 ft,,70,95
4,8:26.0,,Defensive rebound by T. Maker,70,95
4,8:17.0,,Turnover by T. Snell (bad pass; steal by R. Jackson),70,95
4,8:09.0,R. Jackson makes 2-pt layup at rim (assist by B. Brown),,72,95
4,7:53.0,,M. Dellavedova misses 2-pt jump shot from 16 ft,72,95
