QUARTER,TIME_REMAINING,INDIANA_ACTION,BOSTON_ACTION,INDIANA_SCORE,BOSTON_SCORE
1,7:37.0,,J. Tatum makes 2-pt jump shot from 10 ft (assist by A. Horford),8,18
1,7:36.0,Indiana full timeout,,8,18
1,7:26.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,8,18
1,7:24.0,,Defensive rebound by A. Horford,8,18
1,7:13.0,,K. Irving misses 2-pt jump shot from 19 ft,8,18
1,7:12.0,Defensive rebound by B. Bogdanović,,8,18
1,6:50.0,D. Collison misses 3-pt jump shot from 24 ft,,8,18
1,6:48.0,,Defensive rebound by J. Tatum,8,18
1,6:34.0,,K. Irving misses 2-pt jump shot from 15 ft,8,18
1,6:30.0,Defensive rebound by V. Oladipo,,8,18
1,6:19.0,D. Collison makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,11,18
1,5:58.0,,Personal foul by V. Oladipo (drawn by A. Horford),11,18
1,5:52.0,,A. Horford misses 2-pt jump shot from 16 ft,11,18
1,5:48.0,,Offensive rebound by M. Morris,11,18
1,5:46.0,,M. Morris makes 3-pt jump shot from 26 ft,11,21
1,5:34.0,,Violation by Team (kicked ball),11,21
1,5:34.0,,G. Hayward enters the game for J. Tatum,11,21
1,5:30.0,V. Oladipo misses 3-pt jump shot from 26 ft,,11,21
1,5:26.0,Offensive rebound by B. Bogdanović,,11,21
1,5:21.0,T. Young makes 2-pt hook shot from 3 ft (assist by B. Bogdanović),,13,21
1,5:06.0,,A. Horford misses 2-pt hook shot from 6 ft,13,21
1,5:04.0,,Offensive rebound by M. Morris,13,21
1,5:02.0,,M. Smart misses 3-pt jump shot from 23 ft,13,21
1,5:01.0,Defensive rebound by Team,,13,21
1,5:01.0,,Loose ball foul by A. Horford (drawn by V. Oladipo),13,21
1,5:01.0,,D. Theis enters the game for A. Horford,13,21
1,4:50.0,T. Young makes 2-pt layup from 2 ft (assist by D. Sabonis),,15,21
1,4:28.0,,Turnover by G. Hayward (out of bounds lost ball),15,21
1,4:16.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,18,21
1,4:16.0,C. Joseph enters the game for D. Collison,,18,21
1,4:16.0,,J. Brown enters the game for M. Morris,18,21
1,4:16.0,,T. Rozier enters the game for M. Smart,18,21
1,3:53.0,,G. Hayward misses 2-pt layup from 3 ft,18,21
1,3:52.0,,Offensive rebound by D. Theis,18,21
1,3:52.0,,Shooting foul by D. Sabonis (drawn by D. Theis),18,21
1,3:52.0,,D. Theis makes free throw 1 of 2,18,22
1,3:52.0,T. Evans enters the game for B. Bogdanović,,18,22
1,3:52.0,,D. Theis makes free throw 2 of 2,18,23
1,3:35.0,D. Sabonis makes 2-pt jump shot from 19 ft (assist by C. Joseph),,20,23
1,3:20.0,,T. Rozier misses 3-pt jump shot from 26 ft,20,23
1,3:18.0,,Offensive rebound by D. Theis,20,23
1,3:11.0,,K. Irving makes 2-pt layup from 1 ft,20,25
1,3:11.0,D. McDermott enters the game for T. Young,,20,25
1,2:57.0,Personal foul by J. Brown (drawn by V. Oladipo),,20,25
1,2:57.0,,Boston full timeout,20,25
1,2:49.0,D. McDermott misses 2-pt layup from 5 ft (block by D. Theis),,20,25
1,2:46.0,,Defensive rebound by G. Hayward,20,25
1,2:38.0,,T. Rozier misses 3-pt jump shot from 25 ft,20,25
1,2:36.0,Defensive rebound by T. Evans,,20,25
1,2:30.0,T. Evans misses 2-pt layup from 5 ft (block by J. Brown),,20,25
1,2:29.0,,Defensive rebound by J. Brown,20,25
1,2:29.0,,Personal foul by D. Sabonis (drawn by G. Hayward),20,25
1,2:29.0,T. Leaf enters the game for V. Oladipo,,20,25
1,2:29.0,K. O'Quinn enters the game for D. Sabonis,,20,25
1,2:19.0,,Turnover by G. Hayward (bad pass),20,25
1,2:12.0,K. O'Quinn misses 2-pt jump shot from 9 ft,,20,25
1,2:09.0,,Defensive rebound by J. Brown,20,25
1,2:00.0,,J. Brown misses 3-pt jump shot from 29 ft,20,25
1,1:57.0,Defensive rebound by C. Joseph,,20,25
1,1:48.0,Shooting foul by D. Theis (drawn by T. Leaf),,20,25
1,1:48.0,T. Leaf misses free throw 1 of 2,,20,25
1,1:48.0,Offensive rebound by Team,,20,25
1,1:48.0,,J. Tatum enters the game for K. Irving,20,25
1,1:48.0,T. Leaf makes free throw 2 of 2,,21,25
1,1:31.0,,D. Theis misses 3-pt jump shot from 27 ft,21,25
1,1:29.0,Defensive rebound by D. McDermott,,21,25
1,1:15.0,C. Joseph misses 2-pt jump shot from 7 ft,,21,25
1,1:12.0,,Defensive rebound by D. Theis,21,25
1,1:06.0,,Shooting foul by K. O'Quinn (drawn by J. Brown),21,25
1,1:06.0,,J. Brown makes free throw 1 of 2,21,26
1,1:06.0,,J. Brown makes free throw 2 of 2,21,27
1,0:57.0,Turnover by K. O'Quinn (traveling),,21,27
1,0:48.0,,G. Hayward makes 2-pt layup from 2 ft (assist by T. Rozier),21,29
1,0:32.0,T. Leaf makes 2-pt layup from 1 ft (assist by C. Joseph),,23,29
1,0:10.0,,J. Tatum misses 2-pt jump shot from 15 ft,23,29
1,0:08.0,Defensive rebound by D. McDermott,,23,29
1,0:00.0,T. Evans misses 3-pt jump shot from 27 ft,,23,29
1,0:00.0,Offensive rebound by Team,,23,29
2,11:40.0,T. Evans makes 2-pt jump shot from 15 ft,,25,29
2,11:27.0,,Shooting foul by T. Leaf (drawn by J. Brown),25,29
2,11:27.0,,J. Brown misses free throw 1 of 2,25,29
2,11:27.0,,Offensive rebound by Team,25,29
2,11:27.0,,J. Brown makes free throw 2 of 2,25,30
2,11:09.0,Shooting foul by D. Theis (drawn by T. Leaf),,25,30
2,11:09.0,T. Leaf misses free throw 1 of 2,,25,30
2,11:09.0,Offensive rebound by Team,,25,30
2,11:09.0,T. Leaf makes free throw 2 of 2,,26,30
2,10:52.0,,J. Tatum makes 2-pt layup from 2 ft (assist by D. Theis),26,32
2,10:47.0,T. Evans makes 2-pt layup from 2 ft (assist by K. O'Quinn),,28,32
2,10:32.0,,J. Tatum misses 2-pt layup from 3 ft,28,32
2,10:30.0,Defensive rebound by K. O'Quinn,,28,32
2,10:23.0,Turnover by T. Evans (bad pass; steal by J. Brown),,28,32
2,10:20.0,,Shooting foul by C. Joseph (drawn by J. Brown),28,32
2,10:20.0,,J. Brown misses free throw 1 of 2,28,32
2,10:20.0,,Offensive rebound by Team,28,32
2,10:20.0,,J. Brown makes free throw 2 of 2,28,33
2,10:07.0,K. O'Quinn makes 2-pt jump shot from 17 ft (assist by C. Joseph),,30,33
2,9:43.0,,J. Tatum misses 2-pt jump shot from 5 ft,30,33
2,9:41.0,Defensive rebound by K. O'Quinn,,30,33
2,9:31.0,Turnover by T. Leaf (bad pass; steal by J. Tatum),,30,33
2,9:28.0,,J. Tatum makes 2-pt dunk at rim,30,35
2,9:11.0,T. Evans makes 3-pt jump shot from 27 ft,,33,35
2,8:57.0,,J. Brown misses 2-pt jump shot from 14 ft,33,35
2,8:54.0,Defensive rebound by K. O'Quinn,,33,35
2,8:51.0,Personal foul by T. Rozier (drawn by C. Joseph),,33,35
2,8:51.0,,A. Horford enters the game for G. Hayward,33,35
2,8:51.0,,M. Smart enters the game for D. Theis,33,35
2,8:42.0,T. Evans makes 2-pt layup from 1 ft (assist by C. Joseph),,35,35
2,8:28.0,,Personal foul by C. Joseph (drawn by M. Smart),35,35
2,8:28.0,T. Young enters the game for T. Leaf,,35,35
2,8:15.0,,A. Horford makes 2-pt layup from 2 ft (assist by M. Smart),35,37
2,8:00.0,K. O'Quinn misses 2-pt hook shot from 7 ft,,35,37
2,7:58.0,,Defensive rebound by J. Brown,35,37
2,7:53.0,,J. Brown makes 2-pt layup from 8 ft,35,39
2,7:40.0,Indiana full timeout,,35,39
2,7:40.0,B. Bogdanović enters the game for D. McDermott,,35,39
2,7:40.0,D. Sabonis enters the game for K. O'Quinn,,35,39
2,7:26.0,T. Evans misses 2-pt layup from 3 ft,,35,39
2,7:22.0,Offensive rebound by T. Young,,35,39
2,7:22.0,T. Young makes 2-pt layup at rim,,37,39
2,7:08.0,,J. Brown makes 2-pt layup from 1 ft,37,41
2,6:53.0,D. Sabonis makes 2-pt layup from 4 ft (assist by T. Evans),,39,41
2,6:43.0,,J. Brown makes 3-pt jump shot from 26 ft (assist by A. Horford),39,44
2,6:27.0,T. Evans misses 2-pt layup from 5 ft,,39,44
2,6:27.0,Offensive rebound by Team,,39,44
2,6:27.0,,Loose ball foul by M. Smart (drawn by D. Sabonis),39,44
2,6:27.0,V. Oladipo enters the game for T. Evans,,39,44
2,6:27.0,,K. Irving enters the game for T. Rozier,39,44
2,6:13.0,C. Joseph makes 2-pt jump shot from 12 ft,,41,44
2,5:50.0,,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),41,46
2,5:42.0,Turnover by C. Joseph (bad pass; steal by K. Irving),,41,46
2,5:39.0,,J. Brown makes 2-pt layup from 5 ft (assist by K. Irving),41,48
2,5:22.0,V. Oladipo misses 2-pt jump shot from 14 ft,,41,48
2,5:21.0,Offensive rebound by D. Sabonis,,41,48
2,5:21.0,Shooting foul by M. Smart (drawn by D. Sabonis),,41,48
2,5:21.0,D. Sabonis makes free throw 1 of 2,,42,48
2,5:21.0,D. Collison enters the game for C. Joseph,,42,48
2,5:21.0,,M. Morris enters the game for J. Tatum,42,48
2,5:21.0,D. Sabonis makes free throw 2 of 2,,43,48
2,5:12.0,,Turnover by K. Irving (bad pass; steal by V. Oladipo),43,48
2,5:00.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,43,48
2,4:57.0,Offensive rebound by T. Young,,43,48
2,4:56.0,Turnover by T. Young (bad pass; steal by A. Horford),,43,48
2,4:43.0,,M. Smart makes 2-pt layup from 1 ft (assist by A. Horford),43,50
2,4:27.0,T. Young misses 2-pt layup from 3 ft,,43,50
2,4:25.0,,Defensive rebound by M. Smart,43,50
2,4:15.0,,M. Morris misses 2-pt jump shot from 18 ft,43,50
2,4:13.0,Defensive rebound by V. Oladipo,,43,50
2,4:13.0,,G. Hayward enters the game for J. Brown,43,50
2,3:50.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,43,50
2,3:48.0,,Defensive rebound by G. Hayward,43,50
2,3:44.0,,Shooting foul by V. Oladipo (drawn by M. Morris),43,50
2,3:44.0,,M. Morris makes free throw 1 of 2,43,51
2,3:44.0,,M. Morris makes free throw 2 of 2,43,52
2,3:24.0,Personal foul by G. Hayward (drawn by D. Sabonis),,43,52
2,3:24.0,D. Sabonis makes free throw 1 of 2,,44,52
2,3:24.0,D. Sabonis makes free throw 2 of 2,,45,52
2,3:12.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Horford),45,55
2,2:53.0,T. Young misses 2-pt hook shot from 7 ft,,45,55
2,2:52.0,Offensive rebound by D. Sabonis,,45,55
2,2:52.0,D. Sabonis makes 2-pt layup at rim,,47,55
2,2:40.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by A. Horford),47,58
2,2:29.0,Shooting foul by A. Horford (drawn by B. Bogdanović),,47,58
2,2:29.0,,Boston full timeout,47,58
2,2:29.0,,D. Theis enters the game for A. Horford,47,58
2,2:29.0,B. Bogdanović misses free throw 1 of 2,,47,58
2,2:29.0,Offensive rebound by Team,,47,58
2,2:29.0,B. Bogdanović misses free throw 2 of 2,,47,58
2,2:27.0,,Defensive rebound by G. Hayward,47,58
2,2:13.0,,K. Irving misses 3-pt jump shot from 24 ft,47,58
2,2:09.0,Defensive rebound by T. Young,,47,58
2,2:00.0,Personal foul by G. Hayward (drawn by V. Oladipo),,47,58
2,2:00.0,V. Oladipo misses free throw 1 of 2,,47,58
2,2:00.0,Offensive rebound by Team,,47,58
2,2:00.0,K. O'Quinn enters the game for D. Sabonis,,47,58
2,2:00.0,,J. Tatum enters the game for M. Smart,47,58
2,2:00.0,V. Oladipo misses free throw 2 of 2,,47,58
2,1:59.0,,Defensive rebound by M. Morris,47,58
2,1:47.0,,K. Irving misses 2-pt jump shot from 16 ft,47,58
2,1:45.0,,Offensive rebound by K. Irving,47,58
2,1:36.0,,D. Theis makes 2-pt layup from 3 ft (assist by M. Morris),47,60
2,1:36.0,,Shooting foul by K. O'Quinn (drawn by D. Theis),47,60
2,1:36.0,T. Evans enters the game for V. Oladipo,,47,60
2,1:36.0,,D. Theis makes free throw 1 of 1,47,61
2,1:24.0,B. Bogdanović makes 2-pt jump shot from 9 ft (assist by T. Young),,49,61
2,1:09.0,,M. Morris makes 2-pt jump shot from 17 ft,49,63
2,0:57.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,49,63
2,0:55.0,,Defensive rebound by D. Theis,49,63
2,0:50.0,,D. Theis makes 2-pt layup from 3 ft (assist by G. Hayward),49,65
2,0:36.0,T. Young makes 2-pt hook shot from 6 ft (assist by D. Collison),,51,65
2,0:31.0,,K. Irving makes 3-pt jump shot from 25 ft,51,68
2,0:10.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by T. Evans),,53,68
2,0:03.0,,D. Theis misses 3-pt jump shot from 23 ft,53,68
2,0:01.0,Defensive rebound by B. Bogdanović,,53,68
3,11:42.0,D. Sabonis misses 2-pt hook shot from 5 ft,,53,68
3,11:38.0,Offensive rebound by T. Young,,53,68
3,11:38.0,T. Young misses 2-pt layup from 1 ft,,53,68
3,11:34.0,Offensive rebound by T. Young,,53,68
3,11:34.0,T. Young misses 2-pt hook shot from 1 ft,,53,68
3,11:34.0,,Defensive rebound by M. Morris,53,68
3,11:24.0,,Turnover by K. Irving (traveling),53,68
3,11:03.0,T. Young misses 2-pt hook shot from 5 ft,,53,68
3,11:01.0,,Defensive rebound by K. Irving,53,68
3,10:54.0,,A. Horford misses 2-pt layup from 2 ft,53,68
3,10:53.0,Defensive rebound by T. Young,,53,68
3,10:49.0,D. Collison makes 2-pt layup from 1 ft,,55,68
3,10:33.0,,Turnover by J. Tatum (lost ball; steal by B. Bogdanović),55,68
3,10:30.0,Personal foul by J. Tatum (drawn by B. Bogdanović),,55,68
3,10:26.0,Turnover by T. Young (traveling),,55,68
3,10:06.0,,M. Morris makes 2-pt jump shot from 9 ft,55,70
3,9:56.0,Turnover by D. Sabonis (bad pass),,55,70
3,9:49.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by M. Smart),55,73
3,9:47.0,Indiana full timeout,,55,73
3,9:32.0,V. Oladipo makes 2-pt jump shot from 21 ft,,57,73
3,9:14.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by A. Horford),57,75
3,8:56.0,V. Oladipo misses 2-pt jump shot from 20 ft,,57,75
3,8:54.0,,Defensive rebound by J. Tatum,57,75
3,8:47.0,,Personal foul by D. Collison (drawn by J. Tatum),57,75
3,8:31.0,,Turnover by A. Horford (bad pass; steal by D. Collison),57,75
3,8:23.0,D. Collison misses 2-pt jump shot from 13 ft,,57,75
3,8:19.0,,Defensive rebound by M. Morris,57,75
3,8:15.0,,K. Irving makes 2-pt jump shot from 18 ft,57,77
3,7:55.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,57,77
3,7:53.0,,Defensive rebound by M. Morris,57,77
3,7:44.0,,J. Tatum misses 3-pt jump shot from 23 ft,57,77
3,7:42.0,Defensive rebound by T. Young,,57,77
3,7:35.0,Personal foul by A. Horford (drawn by V. Oladipo),,57,77
3,7:24.0,B. Bogdanović makes 2-pt jump shot from 9 ft,,59,77
3,7:16.0,,Turnover by K. Irving (step out of bounds),59,77
3,7:07.0,Shooting foul by A. Horford (drawn by V. Oladipo),,59,77
3,7:07.0,V. Oladipo misses free throw 1 of 2,,59,77
3,7:07.0,Offensive rebound by Team,,59,77
3,7:07.0,,D. Theis enters the game for A. Horford,59,77
3,7:07.0,V. Oladipo makes free throw 2 of 2,,60,77
3,7:01.0,,Personal foul by T. Young (drawn by M. Morris),60,77
3,6:54.0,,K. Irving makes 2-pt jump shot from 5 ft,60,79
3,6:36.0,V. Oladipo misses 2-pt layup from 4 ft,,60,79
3,6:34.0,,Defensive rebound by J. Tatum,60,79
3,6:31.0,,J. Tatum misses 3-pt jump shot from 28 ft,60,79
3,6:30.0,Defensive rebound by D. Sabonis,,60,79
3,6:22.0,V. Oladipo makes 3-pt jump shot from 26 ft (assist by D. Collison),,63,79
3,6:02.0,,Turnover by M. Smart (bad pass; steal by D. Collison),63,79
3,6:00.0,D. Collison makes 2-pt layup from 2 ft,,65,79
3,6:00.0,,Boston full timeout,65,79
3,6:00.0,,G. Hayward enters the game for J. Tatum,65,79
3,5:46.0,,Turnover by G. Hayward (bad pass; steal by D. Collison),65,79
3,5:31.0,D. Sabonis makes 2-pt hook shot from 4 ft,,67,79
3,5:11.0,,D. Theis makes 2-pt jump shot from 12 ft (assist by G. Hayward),67,81
3,5:11.0,,Shooting foul by T. Young (drawn by D. Theis),67,81
3,5:11.0,,D. Theis makes free throw 1 of 1,67,82
3,5:03.0,D. Collison misses 3-pt jump shot from 27 ft,,67,82
3,5:00.0,,Defensive rebound by M. Morris,67,82
3,4:40.0,,Shooting foul by T. Young (drawn by M. Morris),67,82
3,4:40.0,,M. Morris makes free throw 1 of 2,67,83
3,4:40.0,,J. Brown enters the game for K. Irving,67,83
3,4:40.0,,T. Rozier enters the game for M. Smart,67,83
3,4:40.0,,M. Morris makes free throw 2 of 2,67,84
3,4:32.0,V. Oladipo misses 3-pt jump shot from 26 ft,,67,84
3,4:30.0,,Defensive rebound by D. Theis,67,84
3,4:18.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by M. Morris),67,87
3,4:07.0,Personal foul by D. Theis (drawn by V. Oladipo),,67,87
3,3:59.0,Shooting foul by G. Hayward (drawn by T. Young),,67,87
3,3:59.0,T. Young makes free throw 1 of 2,,68,87
3,3:59.0,T. Young makes free throw 2 of 2,,69,87
3,3:47.0,,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),69,89
3,3:38.0,Personal foul by J. Brown (drawn by V. Oladipo),,69,89
3,3:38.0,V. Oladipo misses free throw 1 of 2,,69,89
3,3:38.0,Offensive rebound by Team,,69,89
3,3:38.0,T. Evans enters the game for B. Bogdanović,,69,89
3,3:38.0,C. Joseph enters the game for D. Collison,,69,89
3,3:38.0,V. Oladipo makes free throw 2 of 2,,70,89
3,3:22.0,,D. Theis makes 2-pt dunk from 2 ft (assist by J. Brown),70,91
3,3:12.0,Personal foul by J. Brown (drawn by D. Sabonis),,70,91
3,3:12.0,D. Sabonis makes free throw 1 of 2,,71,91
3,3:12.0,D. Sabonis makes free throw 2 of 2,,72,91
3,3:05.0,,Personal foul by T. Young (drawn by M. Morris),72,91
3,3:05.0,,M. Morris makes free throw 1 of 2,72,92
3,3:05.0,T. Leaf enters the game for T. Young,,72,92
3,3:05.0,,M. Morris makes free throw 2 of 2,72,93
3,2:48.0,T. Evans misses 3-pt jump shot from 26 ft,,72,93
3,2:47.0,Offensive rebound by D. Sabonis,,72,93
3,2:46.0,D. Sabonis makes 2-pt layup from 1 ft,,74,93
3,2:22.0,,G. Hayward misses 2-pt jump shot from 17 ft,74,93
3,2:19.0,Defensive rebound by D. Sabonis,,74,93
3,2:14.0,T. Evans misses 2-pt layup from 2 ft (block by D. Theis),,74,93
3,2:14.0,Offensive rebound by V. Oladipo,,74,93
3,2:10.0,V. Oladipo misses 3-pt jump shot from 28 ft,,74,93
3,2:08.0,,Defensive rebound by Team,74,93
3,2:00.0,Technical foul by T. Young,,74,93
3,2:00.0,,M. Morris makes technical free throw,74,94
3,2:00.0,,S. Ojeleye enters the game for M. Morris,74,94
3,1:53.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),74,97
3,1:37.0,D. Sabonis misses 2-pt jump shot from 19 ft,,74,97
3,1:35.0,,Defensive rebound by G. Hayward,74,97
3,1:27.0,,T. Rozier makes 3-pt jump shot from 26 ft,74,100
3,1:15.0,D. Sabonis makes 2-pt jump shot from 18 ft (assist by T. Evans),,76,100
3,1:04.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by T. Rozier),76,103
3,0:50.0,V. Oladipo makes 2-pt jump shot from 23 ft (assist by D. Sabonis),,78,103
3,0:35.0,,T. Rozier misses 2-pt layup from 4 ft,78,103
3,0:33.0,,Offensive rebound by D. Theis,78,103
3,0:33.0,,D. Theis misses 2-pt layup at rim,78,103
3,0:33.0,Defensive rebound by D. Sabonis,,78,103
3,0:16.0,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Sabonis),,80,103
3,0:16.0,,Technical foul by N. McMillan,80,103
3,0:16.0,,G. Hayward misses technical free throw,80,103
3,0:16.0,,Offensive rebound by Team,80,103
3,0:02.0,,Shooting foul by D. Sabonis (drawn by G. Hayward),80,103
3,0:02.0,,G. Hayward makes free throw 1 of 2,80,104
3,0:02.0,,G. Hayward makes free throw 2 of 2,80,105
4,11:40.0,,G. Hayward makes 2-pt jump shot from 20 ft,80,107
4,11:25.0,Turnover by T. Evans (bad pass; steal by G. Hayward),,80,107
4,11:20.0,,R. Williams makes 2-pt layup from 1 ft (assist by J. Brown),80,109
4,11:03.0,D. McDermott misses 2-pt jump shot from 8 ft,,80,109
4,11:03.0,,Defensive rebound by T. Rozier,80,109
4,10:57.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Rozier),80,111
4,10:42.0,C. Joseph makes 2-pt jump shot from 9 ft,,82,111
4,10:30.0,,T. Rozier makes 2-pt layup from 1 ft (assist by R. Williams),82,113
4,10:20.0,T. Evans makes 2-pt jump shot from 9 ft (assist by K. O'Quinn),,84,113
4,10:20.0,Shooting foul by J. Brown (drawn by T. Evans),,84,113
4,10:20.0,T. Evans makes free throw 1 of 1,,85,113
4,10:08.0,,J. Brown misses 2-pt jump shot from 13 ft,85,113
4,10:06.0,Defensive rebound by T. Leaf,,85,113
4,10:01.0,Shooting foul by R. Williams (drawn by T. Evans),,85,113
4,10:01.0,T. Evans misses free throw 1 of 2,,85,113
4,10:01.0,Offensive rebound by Team,,85,113
4,10:01.0,T. Evans misses free throw 2 of 2,,85,113
4,10:01.0,,Defensive rebound by J. Brown,85,113
4,9:45.0,,S. Ojeleye misses 2-pt jump shot from 9 ft,85,113
4,9:42.0,Defensive rebound by T. Evans,,85,113
4,9:36.0,T. Evans misses 2-pt layup from 3 ft,,85,113
4,9:34.0,,Defensive rebound by G. Hayward,85,113
4,9:31.0,,J. Brown misses 3-pt jump shot from 26 ft,85,113
4,9:28.0,Defensive rebound by C. Joseph,,85,113
4,9:25.0,T. Leaf makes 2-pt dunk from 1 ft (assist by T. Evans),,87,113
4,9:09.0,,Turnover by G. Hayward (bad pass),87,113
4,8:51.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by T. Leaf),,90,113
4,8:50.0,,Boston full timeout,90,113
4,8:32.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by G. Hayward),90,116
4,8:32.0,,Shooting foul by K. O'Quinn (drawn by T. Rozier),90,116
4,8:32.0,,J. Tatum enters the game for G. Hayward,90,116
4,8:32.0,,T. Rozier makes free throw 1 of 1,90,117
4,8:23.0,Def 3 sec tech foul by Team,,90,117
4,8:23.0,D. McDermott makes technical free throw,,91,117
4,8:10.0,C. Joseph misses 3-pt jump shot from 26 ft,,91,117
4,8:07.0,,Defensive rebound by T. Rozier,91,117
4,8:03.0,,J. Tatum makes 3-pt jump shot from 26 ft (assist by T. Rozier),91,120
4,7:52.0,D. McDermott misses 3-pt jump shot from 26 ft,,91,120
4,7:50.0,,Defensive rebound by J. Brown,91,120
4,7:45.0,,Shooting foul by D. McDermott (drawn by J. Brown),91,120
4,7:45.0,,J. Brown makes free throw 1 of 2,91,121
4,7:45.0,,J. Brown makes free throw 2 of 2,91,122
4,7:28.0,T. Evans makes 3-pt jump shot from 26 ft (assist by K. O'Quinn),,94,122
4,7:15.0,,S. Ojeleye misses 3-pt jump shot from 27 ft,94,122
4,7:12.0,Defensive rebound by C. Joseph,,94,122
4,7:05.0,T. Evans misses 3-pt jump shot from 26 ft,,94,122
4,7:02.0,,Defensive rebound by T. Rozier,94,122
4,6:55.0,,T. Rozier misses 2-pt jump shot from 9 ft,94,122
4,6:53.0,Defensive rebound by T. Leaf,,94,122
4,6:46.0,C. Joseph misses 2-pt layup from 5 ft,,94,122
4,6:46.0,Offensive rebound by K. O'Quinn,,94,122
4,6:40.0,C. Joseph misses 3-pt jump shot from 22 ft,,94,122
4,6:40.0,,Defensive rebound by T. Rozier,94,122
4,6:34.0,,J. Tatum misses 3-pt jump shot from 26 ft,94,122
4,6:28.0,,Offensive rebound by T. Rozier,94,122
4,6:24.0,,Turnover by T. Rozier (bad pass; steal by D. McDermott),94,122
4,6:19.0,Turnover by K. O'Quinn (bad pass; steal by S. Ojeleye),,94,122
4,6:11.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by T. Rozier),94,124
4,6:10.0,Indiana full timeout,,94,124
4,6:10.0,A. Holiday enters the game for C. Joseph,,94,124
4,6:10.0,A. Johnson enters the game for T. Leaf,,94,124
4,6:10.0,,B. Wanamaker enters the game for T. Rozier,94,124
4,6:10.0,,G. Yabusele enters the game for J. Tatum,94,124
4,5:58.0,Personal foul by R. Williams (drawn by D. McDermott),,94,124
4,5:49.0,K. O'Quinn makes 2-pt jump shot from 19 ft (assist by T. Evans),,96,124
4,5:28.0,,S. Ojeleye misses 3-pt jump shot from 26 ft,96,124
4,5:26.0,Defensive rebound by A. Johnson,,96,124
4,5:16.0,T. Evans misses 2-pt layup from 3 ft (block by R. Williams),,96,124
4,5:14.0,,Defensive rebound by S. Ojeleye,96,124
