QUARTER,TIME_REMAINING,BROOKLYN_ACTION,BOSTON_ACTION,BROOKLYN_SCORE,BOSTON_SCORE
1,11:41.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,0,0
1,11:36.0,,Defensive rebound by A. Horford,0,0
1,11:31.0,,Turnover by A. Horford (bad pass),0,0
1,11:20.0,D. Russell misses 3-pt jump shot from 25 ft,,0,0
1,11:19.0,,Defensive rebound by Team,0,0
1,11:04.0,,Violation by Team (kicked ball),0,0
1,10:50.0,R. Kurucs misses 3-pt jump shot from 26 ft (block by J. Tatum),,0,0
1,10:49.0,Offensive rebound by Team,,0,0
1,10:43.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,0,0
1,10:41.0,,Defensive rebound by J. Tatum,0,0
1,10:33.0,,J. Tatum misses 2-pt jump shot from 22 ft,0,0
1,10:31.0,Defensive rebound by J. Allen,,0,0
1,10:19.0,R. Hollis-Jefferson misses 2-pt layup from 2 ft (block by A. Horford),,0,0
1,10:14.0,Offensive rebound by R. Hollis-Jefferson,,0,0
1,10:13.0,Turnover by R. Hollis-Jefferson (bad pass; steal by T. Rozier),,0,0
1,10:06.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by T. Rozier),0,3
1,10:02.0,R. Hollis-Jefferson misses 2-pt layup from 6 ft,,0,3
1,10:00.0,,Defensive rebound by M. Morris,0,3
1,9:54.0,,J. Tatum misses 2-pt layup from 4 ft,0,3
1,9:52.0,,Offensive rebound by A. Horford,0,3
1,9:43.0,,T. Rozier makes 3-pt jump shot from 24 ft,0,6
1,9:31.0,R. Kurucs misses 2-pt layup from 5 ft (block by M. Morris),,0,6
1,9:31.0,Offensive rebound by Team,,0,6
1,9:24.0,D. Russell makes 2-pt jump shot from 13 ft,,2,6
1,9:13.0,,A. Horford makes 2-pt jump shot from 23 ft (assist by T. Rozier),2,8
1,9:01.0,D. Russell misses 2-pt hook shot from 6 ft,,2,8
1,9:00.0,,Defensive rebound by M. Smart,2,8
1,8:56.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by M. Smart),2,11
1,8:42.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,5,11
1,8:33.0,,J. Tatum misses 3-pt jump shot from 25 ft,5,11
1,8:31.0,,Offensive rebound by A. Horford,5,11
1,8:18.0,,M. Smart misses 3-pt jump shot from 27 ft,5,11
1,8:16.0,Defensive rebound by J. Allen,,5,11
1,8:08.0,Turnover by D. Russell (bad pass; steal by J. Tatum),,5,11
1,8:06.0,,J. Tatum makes 2-pt dunk from 2 ft,5,13
1,8:06.0,Brooklyn full timeout,,5,13
1,7:47.0,Turnover by D. Russell (bad pass; steal by M. Morris),,5,13
1,7:23.0,,M. Smart makes 2-pt jump shot from 7 ft (assist by A. Horford),5,15
1,7:11.0,Offensive foul by J. Allen (drawn by T. Rozier),,5,15
1,7:11.0,Turnover by J. Allen (offensive foul),,5,15
1,6:50.0,,A. Horford makes 2-pt jump shot from 9 ft,5,17
1,6:40.0,D. Russell misses 2-pt hook shot from 4 ft,,5,17
1,6:31.0,Offensive rebound by J. Allen,,5,17
1,6:31.0,J. Allen makes 2-pt layup from 1 ft,,7,17
1,6:25.0,,J. Tatum misses 2-pt layup from 3 ft,7,17
1,6:25.0,,Offensive rebound by Team,7,17
1,6:25.0,Loose ball foul by R. Hollis-Jefferson (drawn by A. Horford),,7,17
1,6:12.0,,Turnover by Team (shot clock),7,17
1,6:02.0,J. Harris misses 2-pt layup from 4 ft (block by A. Horford),,7,17
1,6:00.0,,Defensive rebound by M. Smart,7,17
1,5:55.0,,M. Morris misses 3-pt jump shot from 26 ft,7,17
1,5:51.0,Defensive rebound by R. Kurucs,,7,17
1,5:48.0,R. Kurucs misses 2-pt layup from 3 ft (block by A. Horford),,7,17
1,5:48.0,Offensive rebound by Team,,7,17
1,5:48.0,S. Napier enters the game for D. Russell,,7,17
1,5:48.0,,G. Hayward enters the game for M. Morris,7,17
1,5:40.0,S. Napier makes 3-pt jump shot from 26 ft,,10,17
1,5:18.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by T. Rozier),10,20
1,5:09.0,Turnover by S. Napier (bad pass; steal by M. Smart),,10,20
1,5:05.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by T. Rozier),10,23
1,5:04.0,Brooklyn full timeout,,10,23
1,5:04.0,D. Carroll enters the game for J. Harris,,10,23
1,4:53.0,Turnover by S. Napier (bad pass; steal by M. Smart),,10,23
1,4:44.0,,T. Rozier misses 3-pt jump shot from 27 ft,10,23
1,4:42.0,Defensive rebound by R. Hollis-Jefferson,,10,23
1,4:35.0,R. Hollis-Jefferson misses 2-pt layup from 5 ft,,10,23
1,4:34.0,Offensive rebound by J. Allen,,10,23
1,4:31.0,J. Allen makes 2-pt layup from 4 ft,,12,23
1,4:18.0,,M. Smart misses 3-pt jump shot from 25 ft,12,23
1,4:16.0,Defensive rebound by D. Carroll,,12,23
1,4:04.0,R. Kurucs makes 3-pt jump shot from 23 ft (assist by S. Napier),,15,23
1,3:42.0,,T. Rozier misses 3-pt jump shot from 26 ft,15,23
1,3:40.0,Defensive rebound by R. Hollis-Jefferson,,15,23
1,3:21.0,D. Carroll makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,18,23
1,3:05.0,,T. Rozier misses 3-pt jump shot from 23 ft,18,23
1,3:03.0,Defensive rebound by J. Allen,,18,23
1,2:55.0,S. Napier makes 2-pt layup from 3 ft,,20,23
1,2:55.0,,Boston full timeout,20,23
1,2:55.0,M. Creek enters the game for J. Allen,,20,23
1,2:55.0,E. Davis enters the game for R. Hollis-Jefferson,,20,23
1,2:55.0,T. Pinson enters the game for R. Kurucs,,20,23
1,2:55.0,,A. Baynes enters the game for A. Horford,20,23
1,2:55.0,,J. Brown enters the game for T. Rozier,20,23
1,2:34.0,,A. Baynes makes 2-pt hook shot from 5 ft (assist by G. Hayward),20,25
1,2:19.0,D. Carroll makes 2-pt jump shot from 10 ft,,22,25
1,2:05.0,,A. Baynes makes 3-pt jump shot from 26 ft (assist by M. Smart),22,28
1,1:45.0,Shooting foul by A. Baynes (drawn by S. Napier),,22,28
1,1:45.0,S. Napier misses free throw 1 of 2,,22,28
1,1:45.0,Offensive rebound by Team,,22,28
1,1:45.0,,B. Wanamaker enters the game for M. Smart,22,28
1,1:45.0,S. Napier makes free throw 2 of 2,,23,28
1,1:23.0,,A. Baynes misses 3-pt jump shot from 23 ft,23,28
1,1:21.0,,Offensive rebound by J. Tatum,23,28
1,1:18.0,,G. Hayward misses 3-pt jump shot from 23 ft,23,28
1,1:16.0,,Offensive rebound by A. Baynes,23,28
1,1:15.0,,A. Baynes makes 2-pt layup from 2 ft,23,30
1,1:00.0,T. Pinson misses 3-pt jump shot from 26 ft,,23,30
1,0:58.0,,Defensive rebound by J. Tatum,23,30
1,0:51.0,,A. Baynes misses 3-pt jump shot from 27 ft,23,30
1,0:49.0,Defensive rebound by D. Carroll,,23,30
1,0:38.0,Shooting foul by A. Baynes (drawn by D. Carroll),,23,30
1,0:38.0,D. Carroll misses free throw 1 of 2,,23,30
1,0:38.0,Offensive rebound by Team,,23,30
1,0:38.0,,M. Morris enters the game for G. Hayward,23,30
1,0:38.0,D. Carroll makes free throw 2 of 2,,24,30
1,0:30.0,,J. Tatum misses 2-pt layup from 4 ft (block by E. Davis),24,30
1,0:29.0,,Offensive rebound by Team,24,30
1,0:23.0,,M. Morris makes 2-pt layup from 5 ft,24,32
1,0:02.0,M. Creek makes 2-pt jump shot from 6 ft (assist by S. Napier),,26,32
2,11:43.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by A. Baynes),26,35
2,11:28.0,S. Napier makes 2-pt jump shot from 18 ft,,28,35
2,11:10.0,,Turnover by M. Morris (bad pass),28,35
2,10:55.0,Personal foul by J. Brown (drawn by D. Carroll),,28,35
2,10:55.0,,S. Ojeleye enters the game for J. Tatum,28,35
2,10:48.0,S. Napier misses 2-pt layup from 4 ft,,28,35
2,10:46.0,,Defensive rebound by B. Wanamaker,28,35
2,10:43.0,,S. Ojeleye misses 3-pt jump shot from 24 ft,28,35
2,10:42.0,,Offensive rebound by Team,28,35
2,10:42.0,Loose ball foul by M. Creek (drawn by M. Morris),,28,35
2,10:34.0,Loose ball foul by M. Creek (drawn by A. Baynes),,28,35
2,10:25.0,,M. Morris makes 2-pt jump shot from 14 ft,28,37
2,10:09.0,S. Napier makes 3-pt jump shot from 26 ft (assist by E. Davis),,31,37
2,10:02.0,,Personal foul by S. Napier (drawn by B. Wanamaker),31,37
2,10:02.0,D. Russell enters the game for S. Napier,,31,37
2,9:56.0,,M. Morris misses 2-pt layup from 4 ft,31,37
2,9:51.0,,Offensive rebound by A. Baynes,31,37
2,9:51.0,,A. Baynes misses 2-pt layup at rim,31,37
2,9:50.0,Defensive rebound by M. Creek,,31,37
2,9:48.0,D. Carroll misses 3-pt jump shot from 25 ft,,31,37
2,9:46.0,,Defensive rebound by S. Ojeleye,31,37
2,9:40.0,,B. Wanamaker misses 2-pt jump shot from 23 ft,31,37
2,9:38.0,Defensive rebound by E. Davis,,31,37
2,9:25.0,D. Russell misses 2-pt jump shot from 17 ft,,31,37
2,9:24.0,,Defensive rebound by S. Ojeleye,31,37
2,9:16.0,,B. Wanamaker misses 2-pt jump shot from 9 ft,31,37
2,9:14.0,Defensive rebound by E. Davis,,31,37
2,9:04.0,E. Davis makes 2-pt layup from 4 ft (assist by T. Pinson),,33,37
2,8:45.0,,Turnover by B. Wanamaker (bad pass; steal by D. Russell),33,37
2,8:42.0,D. Carroll makes 2-pt dunk from 2 ft (assist by D. Russell),,35,37
2,8:42.0,,Boston full timeout,35,37
2,8:42.0,R. Kurucs enters the game for M. Creek,,35,37
2,8:42.0,,A. Horford enters the game for A. Baynes,35,37
2,8:42.0,,M. Smart enters the game for S. Ojeleye,35,37
2,8:29.0,,Offensive rebound by Team,35,37
2,8:29.0,,J. Brown misses 2-pt dunk from 2 ft,35,37
